Export Sales Query System,,,,,,,,,,,,,
Export Sales Data by Date/Commodity,,,,,,,,,,,,,
From: 01/01/2017 To: 10/17/2019,,,,,,,,,,,,,
Source: USDA/FAS/Export Sales Reporting,,,,,,,,,,,,,
10/17/2019,,,,,,,CMY,CMY,CMY,CMY,NMY,NMY,
,,,,,Weekly,Accumulated,Outstanding,Gross,Net,Total,Outstanding,Net,
,,,,,,,,,,,,,
Date,,,Commodity,Country,Exports,Exports,Sales,New Sales,Sales,Commitment,Sales,Sales,Unit Desc
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,RUSSIAN FEDERATION,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,SAUDI ARABIA,0,"271,444",0,0,0,"271,444",0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,SINGAPORE,0,"7,392",774,0,0,"8,166",0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,SPAIN,0,"1,372,080","115,000",0,0,"1,487,080",0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,SWEDEN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,SWITZERLAND,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,TAIWAN,0,"775,168","308,445",0,0,"1,083,613",0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,THAILAND,0,"867,034","299,728",0,0,"1,166,762",0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,TUNISIA,0,"214,108","30,000",0,0,"244,108",0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,TURKEY,0,"30,991",0,0,0,"30,991",0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,UNITED KINGDOM,0,"203,353","60,020",0,0,"263,373",0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,VENEZUELA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,VIETNAM,0,"429,168","53,578",0,0,"482,746",0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,EUROPEAN UNION - 27,0,"5,038,636","275,020",0,0,"5,313,656",0,0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,KNOWN,0,"17,851,868","8,536,315",0,0,"26,388,183","50,643",0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,UNKNOWN,0,0,"3,980,878",0,0,"3,980,878","265,000",0,Metric Tons
,,,,,,,,,,,,,
01/17/2019,,,Soybeans,GRAND TOTAL,0,"17,851,868","12,517,193",0,0,"30,369,061","315,643",0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,ARGENTINA,0,"1,713,818","226,000",0,0,"1,939,818",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,BANGLADESH,0,"352,962","2,495",0,0,"355,457",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,BARBADOS,0,"13,976","4,500",0,0,"18,476",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,BELGIUM-LUXEMBOURG,0,"214,353",0,0,0,"214,353",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,BURMA,0,"3,376","2,357",0,0,"5,733",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,CANADA,0,"494,101","151,933",0,0,"646,034",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,CHILE,0,"30,739","15,000",0,0,"45,739",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF",0,"474,002","3,009,487",0,0,"3,483,489",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,COLOMBIA,0,"217,754","28,800",0,0,"246,554",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,COSTA RICA,0,"106,563","105,250",0,0,"211,813",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,CUBA,0,"6,463","37,900",0,0,"44,363",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,DOMINICAN REPUBLIC,0,"8,427","11,000",0,0,"19,427",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,EGYPT,0,"1,054,767","172,000",0,0,"1,226,767",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,FRANCE,0,"133,879",0,0,0,"133,879",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,"GEORGIA, REPUBLIC OF",0,"10,493",0,0,0,"10,493",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,GERMANY,0,"698,726",0,0,0,"698,726",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,GREECE,0,"73,038",0,0,0,"73,038",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,GUATEMALA,0,0,0,0,0,0,0,0,Metric Tons
01/24/2019,,,Soybeans,HONDURAS,0,"2,105","2,495",0,0,"4,600",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,HONG KONG,0,189,0,0,0,189,0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,INDIA,0,"1,040","1,673",0,0,"2,713",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,INDONESIA,0,"785,776","377,454",0,0,"1,163,230",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,IRAN,0,"521,053",0,0,0,"521,053",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,ISRAEL,0,"134,829","20,000",0,0,"154,829",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,ITALY,0,"543,569","60,000",0,0,"603,569",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,JAPAN,0,"907,326","469,520",0,0,"1,376,846","40,843",0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,"KOREA, REPUBLIC OF",0,"437,271","45,172",0,0,"482,443",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,LEBANON,0,"52,721",0,0,0,"52,721",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,LEEWARD-WINDWARD ISLANDS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,MALAYSIA,0,"213,546","155,425",0,0,"368,971",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,MEXICO,0,"1,716,327","2,383,602",0,0,"4,099,929","9,800",0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,MOROCCO,0,"15,569",0,0,0,"15,569",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,NEPAL,0,0,"6,000",0,0,"6,000",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,NETHERLANDS,0,"1,311,365",0,0,0,"1,311,365",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,NICARAGUA,0,"1,567",0,0,0,"1,567",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,NIGERIA,0,"31,000",0,0,0,"31,000",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,PAKISTAN,0,"749,256","262,000",0,0,"1,011,256",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,PANAMA,0,"20,265","19,800",0,0,"40,065",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,PAPUA NEW GUINEA,0,911,0,0,0,911,0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,PERU,0,"84,895","20,000",0,0,"104,895",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,PHILIPPINES,0,"54,840","38,907",0,0,"93,747",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,PORTUGAL,0,"374,796","40,000",0,0,"414,796",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,ROMANIA,0,"113,477",0,0,0,"113,477",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,RUSSIAN FEDERATION,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,SAUDI ARABIA,0,"271,444",0,0,0,"271,444",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,SINGAPORE,0,"7,392",774,0,0,"8,166",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,SPAIN,0,"1,372,080","115,000",0,0,"1,487,080",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,SWITZERLAND,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,TAIWAN,0,"775,168","308,445",0,0,"1,083,613",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,THAILAND,0,"867,034","299,728",0,0,"1,166,762",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,TUNISIA,0,"214,108","30,000",0,0,"244,108",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,TURKEY,0,"30,991",0,0,0,"30,991",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,UNITED KINGDOM,0,"203,353","60,020",0,0,"263,373",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,VENEZUELA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,VIETNAM,0,"429,168","53,578",0,0,"482,746",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,EUROPEAN UNION - 27,0,"5,038,636","275,020",0,0,"5,313,656",0,0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,KNOWN,0,"17,851,868","8,536,315",0,0,"26,388,183","50,643",0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,UNKNOWN,0,0,"3,980,878",0,0,"3,980,878","265,000",0,Metric Tons
,,,,,,,,,,,,,
01/24/2019,,,Soybeans,GRAND TOTAL,0,"17,851,868","12,517,193",0,0,"30,369,061","315,643",0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,ARGENTINA,0,"1,713,818","226,000",0,0,"1,939,818",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,BANGLADESH,0,"352,962","2,495",0,0,"355,457",0,0,Metric Tons
01/31/2019,,,Soybeans,BARBADOS,0,"13,976","4,500",0,0,"18,476",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,BELGIUM-LUXEMBOURG,0,"214,353",0,0,0,"214,353",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,BURMA,0,"3,376","2,357",0,0,"5,733",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,CANADA,0,"494,101","151,933",0,0,"646,034",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,CHILE,0,"30,739","15,000",0,0,"45,739",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF",0,"474,002","3,009,487",0,0,"3,483,489",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,COLOMBIA,0,"217,754","28,800",0,0,"246,554",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,COSTA RICA,0,"106,563","105,250",0,0,"211,813",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,CUBA,0,"6,463","37,900",0,0,"44,363",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,DOMINICAN REPUBLIC,0,"8,427","11,000",0,0,"19,427",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,EGYPT,0,"1,054,767","172,000",0,0,"1,226,767",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,FRANCE,0,"133,879",0,0,0,"133,879",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,"GEORGIA, REPUBLIC OF",0,"10,493",0,0,0,"10,493",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,GERMANY,0,"698,726",0,0,0,"698,726",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,GREECE,0,"73,038",0,0,0,"73,038",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,GUATEMALA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,HONDURAS,0,"2,105","2,495",0,0,"4,600",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,HONG KONG,0,189,0,0,0,189,0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,INDIA,0,"1,040","1,673",0,0,"2,713",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,INDONESIA,0,"785,776","377,454",0,0,"1,163,230",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,IRAN,0,"521,053",0,0,0,"521,053",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,ISRAEL,0,"134,829","20,000",0,0,"154,829",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,ITALY,0,"543,569","60,000",0,0,"603,569",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,JAPAN,0,"907,326","469,520",0,0,"1,376,846","40,843",0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,"KOREA, REPUBLIC OF",0,"437,271","45,172",0,0,"482,443",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,LEBANON,0,"52,721",0,0,0,"52,721",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,LEEWARD-WINDWARD ISLANDS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,MALAYSIA,0,"213,546","155,425",0,0,"368,971",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,MEXICO,0,"1,716,327","2,383,602",0,0,"4,099,929","9,800",0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,MOROCCO,0,"15,569",0,0,0,"15,569",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,NEPAL,0,0,"6,000",0,0,"6,000",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,NETHERLANDS,0,"1,311,365",0,0,0,"1,311,365",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,NICARAGUA,0,"1,567",0,0,0,"1,567",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,NIGERIA,0,"31,000",0,0,0,"31,000",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,PAKISTAN,0,"749,256","262,000",0,0,"1,011,256",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,PANAMA,0,"20,265","19,800",0,0,"40,065",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,PAPUA NEW GUINEA,0,911,0,0,0,911,0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,PERU,0,"84,895","20,000",0,0,"104,895",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,PHILIPPINES,0,"54,840","38,907",0,0,"93,747",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,PORTUGAL,0,"374,796","40,000",0,0,"414,796",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,ROMANIA,0,"113,477",0,0,0,"113,477",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,RUSSIAN FEDERATION,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,SAUDI ARABIA,0,"271,444",0,0,0,"271,444",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,SINGAPORE,0,"7,392",774,0,0,"8,166",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,SPAIN,0,"1,372,080","115,000",0,0,"1,487,080",0,0,Metric Tons
01/31/2019,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,SWITZERLAND,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,TAIWAN,0,"775,168","308,445",0,0,"1,083,613",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,THAILAND,0,"867,034","299,728",0,0,"1,166,762",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,TUNISIA,0,"214,108","30,000",0,0,"244,108",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,TURKEY,0,"30,991",0,0,0,"30,991",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,UNITED KINGDOM,0,"203,353","60,020",0,0,"263,373",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,VENEZUELA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,VIETNAM,0,"429,168","53,578",0,0,"482,746",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,EUROPEAN UNION - 27,0,"5,038,636","275,020",0,0,"5,313,656",0,0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,KNOWN,0,"17,851,868","8,536,315",0,0,"26,388,183","50,643",0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,UNKNOWN,0,0,"3,980,878",0,0,"3,980,878","265,000",0,Metric Tons
,,,,,,,,,,,,,
01/31/2019,,,Soybeans,GRAND TOTAL,0,"17,851,868","12,517,193",0,0,"30,369,061","315,643",0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,ARGENTINA,0,"1,713,818","226,000",0,0,"1,939,818",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,BANGLADESH,0,"352,962","2,495",0,0,"355,457",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,BARBADOS,0,"13,976","4,500",0,0,"18,476",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,BELGIUM-LUXEMBOURG,0,"214,353",0,0,0,"214,353",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,BURMA,0,"3,376","2,357",0,0,"5,733",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,CANADA,0,"494,101","151,933",0,0,"646,034",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,CHILE,0,"30,739","15,000",0,0,"45,739",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF",0,"474,002","3,009,487",0,0,"3,483,489",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,COLOMBIA,0,"217,754","28,800",0,0,"246,554",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,COSTA RICA,0,"106,563","105,250",0,0,"211,813",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,CUBA,0,"6,463","37,900",0,0,"44,363",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,DOMINICAN REPUBLIC,0,"8,427","11,000",0,0,"19,427",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,EGYPT,0,"1,054,767","172,000",0,0,"1,226,767",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,FRANCE,0,"133,879",0,0,0,"133,879",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,"GEORGIA, REPUBLIC OF",0,"10,493",0,0,0,"10,493",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,GERMANY,0,"698,726",0,0,0,"698,726",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,GREECE,0,"73,038",0,0,0,"73,038",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,GUATEMALA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,HONDURAS,0,"2,105","2,495",0,0,"4,600",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,HONG KONG,0,189,0,0,0,189,0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,INDIA,0,"1,040","1,673",0,0,"2,713",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,INDONESIA,0,"785,776","377,454",0,0,"1,163,230",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,IRAN,0,"521,053",0,0,0,"521,053",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,ISRAEL,0,"134,829","20,000",0,0,"154,829",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,ITALY,0,"543,569","60,000",0,0,"603,569",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,JAPAN,0,"907,326","469,520",0,0,"1,376,846","40,843",0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,"KOREA, REPUBLIC OF",0,"437,271","45,172",0,0,"482,443",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,LEBANON,0,"52,721",0,0,0,"52,721",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,MALAYSIA,0,"213,546","155,425",0,0,"368,971",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,MEXICO,0,"1,716,327","2,383,602",0,0,"4,099,929","9,800",0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,MOROCCO,0,"15,569",0,0,0,"15,569",0,0,Metric Tons
02/07/2019,,,Soybeans,NEPAL,0,0,"6,000",0,0,"6,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,NETHERLANDS,0,"1,311,365",0,0,0,"1,311,365",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,NICARAGUA,0,"1,567",0,0,0,"1,567",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,NIGERIA,0,"31,000",0,0,0,"31,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,PAKISTAN,0,"749,256","262,000",0,0,"1,011,256",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,PANAMA,0,"20,265","19,800",0,0,"40,065",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,PAPUA NEW GUINEA,0,911,0,0,0,911,0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,PERU,0,"84,895","20,000",0,0,"104,895",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,PHILIPPINES,0,"54,840","38,907",0,0,"93,747",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,PORTUGAL,0,"374,796","40,000",0,0,"414,796",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,ROMANIA,0,"113,477",0,0,0,"113,477",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,RUSSIAN FEDERATION,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,SAUDI ARABIA,0,"271,444",0,0,0,"271,444",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,SINGAPORE,0,"7,392",774,0,0,"8,166",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,SPAIN,0,"1,372,080","115,000",0,0,"1,487,080",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,SWITZERLAND,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,TAIWAN,0,"775,168","308,445",0,0,"1,083,613",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,THAILAND,0,"867,034","299,728",0,0,"1,166,762",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,TUNISIA,0,"214,108","30,000",0,0,"244,108",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,TURKEY,0,"30,991",0,0,0,"30,991",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,UNITED KINGDOM,0,"203,353","60,020",0,0,"263,373",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,VENEZUELA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,VIETNAM,0,"429,168","53,578",0,0,"482,746",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,EUROPEAN UNION - 27,0,"5,038,636","275,020",0,0,"5,313,656",0,0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,KNOWN,0,"17,851,868","8,536,315",0,0,"26,388,183","50,643",0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,UNKNOWN,0,0,"3,980,878",0,0,"3,980,878","265,000",0,Metric Tons
,,,,,,,,,,,,,
02/07/2019,,,Soybeans,GRAND TOTAL,0,"17,851,868","12,517,193",0,0,"30,369,061","315,643",0,Metric Tons
,,,,,,,,,,,,,
